,_id,l_ID,r_ID,l_name,l_city,l_zipcode,l_review_count,l_latitude,l_longitude,l_rating,l_address,l_zomato_id,l_yelp_id,r_name,r_city,r_zipcode,r_review_count,r_latitude,r_longitude,r_rating,r_address,r_zomato_id,r_yelp_id,label
360981,360981,a103425,b1896,Dairy Cream,Mississauga,L5G 1J7,92,43.5704209,-79.5659528,4.5,715 Lakeshore Road E,0,c9AIsznk1BtEYZp0gZio6A,Dairy Cream,GTA,L5G 1J7,289,43.570446,-79.566101,4.4,715 Lakeshore Road E$*$ Mississauga$*$ ON L5G 1J7,8901772,0,1
360997,360997,a109772,b1832,Ed's Real Scoop,Toronto,M4E 1E9,84,43.6727105,-79.2880345,4.5,2224 Queen St E,0,SYExIal3fh3mS3kpoP9Ixg,Ed's Real Scoop,Toronto,M4E 1E9,476,43.672631,-79.288008,4.6,2224 Queen Street East$*$ Toronto$*$ ON M4E 1E9,8908950,0,1
361010,361010,a53677,b1963,Loudons Cafe & Bakery,Edinburgh,EH3 9QA,66,55.9435562,-3.2081778,4,94B Fountainbridge,0,aIs7Tt3pw6ymj3FOPPR4Ng,Loudons Cafe & Bakery,Edinburgh,EH3 9QA,62,55.943501,-3.208363,3.9,94b Fountainbridge$*$ Fountainbridge$*$ Edinburgh EH3 9QA,7600803,0,1
361044,361044,a62579,b1913,Il'Castello Restaurant,Edinburgh,EH1 2EL,8,55.9470883,-3.2021432,3,36 Castle Terrace,0,_z9SKvhV86VDa9PDG-903w,Castle Terrace,Edinburgh,EH1 2EL,84,55.94672778,-3.202286111,4.3,33-35 Castle Terrace$*$ Old Town$*$ Edinburgh EH1 2EL,7600083,0,0
361069,361069,a80123,b1819,Black Camel,Toronto,M4W 1S9,258,43.67712223,-79.38920971,4.5,4 Crescent Road,0,lDpVyjENOz_qbxbRoyBi8w,Black Camel,Toronto,M4W 1S9,392,43.677061,-79.389391,4.7,4 Crescent Road$*$ Toronto$*$ ON M4W 1S9,8910322,0,1
361071,361071,a66828,b1899,Monastery Bakery & Delicatessen,Oakville,L6M 2A3,70,43.4449968,-79.7276684,4.5,1133 Monastery Drive,0,b7BOLCyfE8Com3IglsVmdA,Monastery Bakery & Delicatessen,GTA,L6M 2A3,360,43.444973,-79.727668,4.4,1133 Monastery Drive$*$ Oakville$*$ ON L6M 2A3,17735840,0,1
361075,361075,a119637,b1804,Lamanna's Bakery,Scarborough,M1B 1G8,91,43.7984668,-79.1482168,4,6758 Kingston Road,0,_4noxz6NM0gBeVhZ58Emtg,Lamanna's Bakery,GTA,M1B 1G8,617,43.797894,-79.148453,4.9,6758 Kingston Road$*$ Scarborough M1B 1G8,8900844,0,1
361085,361085,a91557,b1957,First Coast,Edinburgh,EH11 2AB,28,55.9435343,-3.2193242,4,97-101 Dalry Road,0,aHYIubjRbTLB3o_eXkrMXA,First Coast,Edinburgh,EH11 2AB,108,55.94351111,-3.219461111,4,97-101 Dalry Road$*$ Dalry$*$ Edinburgh EH11 2AB,7600203,0,1
361090,361090,a76527,b1910,Mark Greenaway,Edinburgh,EH2 3LJ,42,55.95387328,-3.204166889,4.5,69 North Castle Street,0,6MR9GZjWjLAS3s39YdDXKw,Restaurant Mark Greenaway,Edinburgh,EH2 3LJ,69,55.95384167,-3.204166667,4.4,69 North Castle Street$*$ New Town$*$ Edinburgh EH2 3LJ,7600422,0,1
361091,361091,a76580,b1844,Burger Shack,Toronto,M4R 1A9,67,43.7048027,-79.4056887,3.5,233 Eglinton Avenue W,0,xGXzIliuZ6FgMS870UjPRw,Burger Shack,Toronto,M4R 1A9,611,43.704731,-79.405945,4.5,233 Eglinton Avenue West$*$ Toronto$*$ ON M4R 1A9,8908687,0,1
361105,361105,a87717,b685,L'Orignal,Montral,H2Y 2N7,150,45.5026889,-73.5581625,4.5,479 Rue Saint-Alexis,0,D7CnTsm8SCmbQghz1ioPdw,L'Orignal,Montreal,H2Y 2N7,493,45.502629,-73.557967,4.2,479 Rue Saint Alexis$*$ Montreal$*$ QC H2Y 2N7,16636716,0,1
361108,361108,a93353,b602,Olive & Gourmando,Montral,H2Y 2A7,643,45.501197,-73.5563378,4.5,351 Rue Saint-Paul Ouest,0,46Ld9Qc9nAx_A0jwclNZiw,Olive Et Gourmando,Montreal,H2Y 2A7,1504,45.501205,-73.556496,4.9,351 Rue St-Paul O$*$ Montreal$*$ QC H2Y 2A7,16635422,0,1
361139,361139,a102232,b1902,Roseleaf,Edinburgh,EH6 6EW,66,55.9759664,-3.1735186,4,23/24 Sandport Place$*$ Leith,0,366NwqHwhOic5pBN1DjmDQ,Roseleaf Bar Cafe,Edinburgh,EH6 6EW,163,55.976644,-3.173679,4.7,23-24 Sandport Place$*$ Leith$*$ Edinburgh EH6 6EW,7601577,0,1
361148,361148,a116193,b1860,Frank's Pizza House Restaurant,Toronto,M6E 1C4,63,43.6768656,-79.4492976,3.5,1352 St Clair Avenue W,0,W8Rv62fsDCbDp0L-Vl1NFg,Frank's Pizza House,Toronto,M6E 1C4,291,43.67672222,-79.44933333,4.5,1352 St. Clair Avenue West$*$ Toronto$*$ ON M6E 1C4,8908418,0,1
